GP,MIN,FGM,FG%,3P Made,3P%,FTA,FT%,OREB,REB,AST,STL,BLK,TOV,target_5yrs,EFF_RATING,AST_TO_RATIO,REB_PER_MIN
23,20.2,1.7,0.486,1.2,0.261,3.2,0.75,1.0,4.3,7.9,0.9,3.0,2.7,0,0.6217,2.9248,0.2129
47,6.7,5.1,0.49,1.4,0.424,6.6,0.742,2.2,8.2,8.8,0.2,0.7,3.2,1,0.3851,2.7491,1.2237
46,30.9,5.9,0.444,1.1,0.275,2.4,0.667,3.2,9.5,9.7,1.1,0.8,1.7,0,0.5326,5.7025,0.3074
12,11.6,5.9,0.391,0.3,0.273,2.8,0.643,0.1,6.2,4.4,2.2,2.9,4.8,1,1.3167,0.9165,0.5344
13,13.5,7.3,0.5,0.9,0.45,4.7,0.766,3.9,5.6,9.5,1.0,0.5,1.6,1,1.6308,5.9338,0.4148
62,10.4,1.6,0.4,2.0,0.357,2.4,0.917,1.8,7.6,7.2,1.9,1.5,3.0,1,0.2677,2.3992,0.7307
60,15.9,0.3,0.6,2.0,0.426,1.8,0.667,1.4,4.4,0.7,2.0,0.7,5.0,0,0.0417,0.14,0.2767
43,30.0,2.7,0.45,0.9,0.391,2.1,0.857,1.2,1.9,6.8,2.2,2.8,4.4,1,0.2721,1.5451,0.0633
76,22.1,0.9,0.391,1.4,0.4,0.4,0.75,0.7,4.7,6.9,2.7,2.9,2.8,0,0.2,2.4634,0.2127
68,11.8,0.2,0.5,0.6,0.316,5.5,0.891,3.2,7.3,9.1,1.3,2.4,5.0,0,0.2162,1.8196,0.6186
5,34.0,2.2,0.423,0.6,0.353,4.4,0.773,3.8,7.8,3.7,0.5,0.9,3.6,1,2.1,1.0275,0.2294
37,34.0,4.1,0.5,0.1,0.25,1.1,0.636,1.7,7.8,5.8,1.0,1.2,1.2,1,0.4946,4.8293,0.2294
72,33.7,3.0,0.395,2.7,0.443,1.4,0.857,3.8,6.6,0.1,1.3,0.7,2.1,0,0.1306,0.0476,0.1958
31,12.9,2.4,0.545,0.6,0.25,0.9,0.778,3.3,6.6,3.3,2.1,2.7,1.8,0,0.4871,1.8323,0.5116
9,19.9,3.6,0.379,0.7,0.412,5.4,0.796,1.9,3.2,0.6,0.0,2.7,1.9,1,0.7889,0.3156,0.1608
51,37.5,1.5,0.5,0.8,0.286,1.1,0.636,2.7,8.9,5.2,0.9,1.3,3.9,0,0.2647,1.333,0.2373
29,30.5,0.2,0.4,0.4,0.364,8.1,0.654,1.7,6.6,8.2,2.3,2.0,3.0,1,0.4655,2.7324,0.2164
78,5.9,4.6,0.465,1.9,0.442,0.1,1.0,2.2,5.6,2.1,2.0,0.5,0.4,0,0.1846,5.2369,0.949
40,7.2,3.2,0.395,0.2,0.286,1.9,0.895,0.2,6.1,5.3,2.2,1.3,4.4,1,0.3375,1.2043,0.8471
41,20.3,4.2,0.472,0.4,0.4,8.8,0.705,2.8,6.4,2.0,2.4,1.9,1.6,1,0.3098,1.2492,0.3153
11,35.0,0.4,0.364,1.9,0.302,6.3,0.794,0.2,4.6,1.2,2.3,1.2,5.0,0,0.3091,0.24,0.1314
23,22.8,5.0,0.521,1.0,0.323,0.7,0.714,3.3,8.0,5.1,2.0,1.1,4.8,0,0.7043,1.0623,0.3509
1,21.4,3.1,0.508,2.1,0.339,6.4,0.891,3.3,9.0,0.8,1.3,0.0,4.7,1,8.8,0.1702,0.4205
46,8.5,3.0,0.435,1.7,0.333,4.1,0.854,0.9,6.8,5.9,3.0,2.4,4.1,1,0.3565,1.4387,0.7999
21,26.7,4.5,0.529,0.8,0.286,8.5,0.694,1.3,4.0,0.3,1.7,2.7,1.3,1,0.4429,0.2306,0.1498
36,32.1,4.8,0.5,2.0,0.455,5.1,0.824,1.9,3.7,1.1,0.6,2.9,2.8,0,0.2611,0.3927,0.1153
54,17.6,3.8,0.365,0.3,0.3,7.3,0.658,2.4,4.4,5.5,0.9,2.2,1.3,0,0.2407,4.2275,0.25
57,30.6,4.4,0.361,1.6,0.262,7.9,0.886,1.1,6.6,5.9,2.1,1.6,1.4,1,0.3211,4.2113,0.2157
1,36.8,6.2,0.459,1.3,0.464,1.9,0.842,2.4,9.5,0.3,2.8,0.8,3.1,1,16.2,0.0967,0.2581
63,11.7,5.1,0.367,0.8,0.444,7.0,0.629,1.2,5.1,5.7,0.5,3.0,0.4,1,0.2603,14.2145,0.4359
54,22.3,2.4,0.429,1.8,0.29,4.2,0.762,0.2,2.2,8.4,0.2,1.8,4.9,1,0.1685,1.7139,0.0987
55,14.5,4.6,0.484,2.6,0.347,0.4,0.75,0.0,6.4,7.2,2.6,2.0,4.6,1,0.3291,1.5649,0.4413
40,31.2,2.1,0.396,3.0,0.357,0.1,1.0,0.4,7.5,1.3,2.7,2.0,2.0,0,0.34,0.6497,0.2404
15,24.1,1.8,0.409,1.8,0.439,1.1,0.727,3.2,10.5,5.9,0.8,2.5,2.7,1,1.2333,2.1844,0.4357
21,25.9,3.9,0.358,1.2,0.333,6.6,0.682,3.8,8.9,6.7,1.1,0.0,2.4,1,0.7667,2.7905,0.3436
47,31.3,6.2,0.484,0.7,0.437,5.0,0.8,1.7,8.7,0.4,2.0,0.7,4.4,1,0.2681,0.0909,0.2779
73,18.1,6.2,0.405,0.8,0.333,5.9,0.661,2.1,3.1,8.6,1.0,2.0,3.5,1,0.211,2.4564,0.1713
53,35.2,2.6,0.542,1.4,0.286,0.3,0.667,0.6,2.4,9.1,2.6,2.7,1.5,1,0.3358,6.0626,0.0682
9,22.6,3.7,0.521,1.1,0.393,4.3,0.767,2.2,3.7,8.5,0.3,2.1,2.3,1,1.6667,3.694,0.1637
74,10.2,1.3,0.565,2.7,0.338,9.0,0.722,0.6,6.6,8.2,0.1,1.2,2.3,1,0.1703,3.5637,0.647
52,28.0,6.5,0.357,1.1,0.25,3.9,0.718,2.4,3.9,7.4,0.6,1.1,4.8,1,0.2615,1.5413,0.1393
57,31.2,6.1,0.384,1.1,0.297,5.2,0.846,3.7,8.2,6.3,0.9,2.2,1.0,1,0.3842,6.2937,0.2628
26,15.5,4.1,0.387,1.2,0.273,7.2,0.764,0.8,5.2,6.8,0.3,2.2,0.6,1,0.6269,11.3145,0.3355
41,33.3,4.2,0.433,2.5,0.352,7.0,0.786,3.1,6.3,8.1,0.2,1.8,4.4,1,0.3585,1.8405,0.1892
35,34.9,3.7,0.474,2.0,0.282,4.7,0.766,0.1,7.3,6.6,2.3,0.9,4.5,1,0.4343,1.4663,0.2092
63,14.1,3.6,0.514,1.8,0.486,8.9,0.674,1.5,3.5,3.3,0.5,2.8,4.4,0,0.1016,0.7498,0.2482
25,37.5,0.5,0.5,1.0,0.455,3.6,0.75,0.4,3.6,3.8,2.7,1.7,2.7,0,0.348,1.4069,0.096
75,9.6,3.3,0.458,2.5,0.417,9.7,0.639,1.4,7.8,9.0,1.1,2.4,3.4,1,0.2227,2.6463,0.8124
38,11.7,3.5,0.393,0.1,0.333,2.1,0.81,0.7,1.8,0.2,2.0,0.6,2.9,1,0.1263,0.0689,0.1538
2,11.1,5.0,0.427,2.6,0.271,2.6,0.769,1.5,7.4,7.0,0.7,1.0,0.5,1,10.0,13.9721,0.6666
7,34.5,2.5,0.532,1.5,0.375,0.6,0.667,1.7,6.4,9.5,0.7,2.6,3.1,0,2.6286,3.0635,0.1855
34,26.6,6.2,0.549,1.2,0.3,7.7,0.727,1.2,8.9,7.1,1.7,0.2,0.3,0,0.6382,23.588,0.3346
17,10.0,1.2,0.522,1.5,0.294,4.0,0.725,2.6,9.7,9.9,1.7,1.5,1.8,0,1.2412,5.4969,0.9699
43,19.5,3.5,0.455,2.0,0.317,1.8,0.889,3.7,6.6,6.9,2.3,1.4,4.7,1,0.3674,1.4678,0.3384
59,25.3,3.8,0.365,0.0,0.0,2.1,0.762,1.6,6.7,0.3,2.3,2.3,1.7,0,0.2237,0.1764,0.2648
51,7.8,5.0,0.41,2.6,0.317,7.8,0.808,0.8,2.1,8.3,2.0,0.8,4.7,0,0.2353,1.7656,0.2692
54,34.1,3.7,0.385,1.3,0.371,9.3,0.624,1.1,3.8,2.8,1.3,0.7,1.4,0,0.137,1.9986,0.1114
24,31.5,2.0,0.444,1.0,0.455,4.9,0.796,3.4,4.6,4.5,2.7,2.8,1.7,1,0.5792,2.6455,0.146
25,21.7,1.2,0.462,0.4,0.25,6.6,0.652,2.3,5.7,3.1,1.9,1.7,3.2,0,0.324,0.9684,0.2627
71,36.9,3.3,0.524,1.3,0.448,4.7,0.702,1.8,9.1,2.7,3.0,0.3,3.9,1,0.1845,0.6921,0.2466
52,18.8,4.2,0.375,1.5,0.469,3.4,0.794,0.6,4.1,4.3,2.5,0.6,2.6,0,0.2385,1.6532,0.2181
70,37.5,1.0,0.385,1.2,0.267,8.8,0.727,1.8,6.8,3.8,0.1,3.0,4.4,0,0.1129,0.8634,0.1813
33,27.0,4.2,0.506,2.0,0.385,1.4,0.643,1.1,5.0,6.3,1.0,0.6,0.4,0,0.4909,15.7107,0.1852
49,25.9,3.3,0.434,1.3,0.302,4.5,0.644,3.8,8.1,8.1,1.7,1.8,4.6,0,0.3429,1.7605,0.3127
29,10.5,3.4,0.436,2.9,0.377,2.8,0.857,3.5,11.7,3.0,2.2,1.3,1.1,1,0.6931,2.7248,1.1142
63,34.1,5.6,0.412,1.8,0.36,4.4,0.795,0.3,3.3,2.1,1.7,2.7,4.4,1,0.1603,0.4772,0.0968
22,19.1,1.0,0.37,2.4,0.393,4.1,0.78,2.1,7.6,6.7,2.4,2.3,2.1,1,0.7727,3.189,0.3979
26,10.4,0.3,0.429,0.3,0.375,4.0,0.9,0.9,4.6,6.7,0.8,1.8,4.2,0,0.3692,1.5949,0.4423
28,5.4,4.1,0.427,1.2,0.353,1.4,0.714,1.6,2.9,9.0,0.6,0.0,3.4,1,0.4571,2.6463,0.5369
49,23.5,4.6,0.541,1.0,0.294,5.5,0.655,3.5,8.2,0.2,0.2,2.6,1.0,1,0.2633,0.1998,0.3489
71,22.4,4.2,0.538,1.7,0.333,2.2,0.773,2.1,8.7,8.5,1.7,1.3,4.6,0,0.2718,1.8474,0.3884
81,28.7,4.5,0.506,2.6,0.257,1.9,0.684,1.3,2.6,5.2,2.1,2.8,1.4,1,0.1877,3.7116,0.0906
49,34.4,4.1,0.547,0.2,0.5,0.7,0.714,0.8,2.3,5.3,1.0,1.5,1.4,1,0.2571,3.783,0.0669
20,7.6,4.9,0.392,0.2,0.333,6.8,0.779,3.2,5.0,0.9,1.8,2.1,4.1,0,0.455,0.2195,0.6578
63,29.1,2.9,0.397,2.6,0.317,3.5,0.857,2.5,9.0,4.3,0.2,0.2,0.7,0,0.2444,6.1341,0.3093
61,11.2,2.6,0.52,0.6,0.261,6.4,0.688,1.9,8.1,2.3,0.3,2.2,1.3,0,0.2,1.7679,0.7231
49,33.3,2.8,0.378,2.0,0.476,7.8,0.654,0.9,5.9,2.5,2.1,1.0,2.6,1,0.1837,0.9612,0.1772
71,32.0,1.1,0.5,1.6,0.32,6.9,0.696,1.3,5.5,5.0,1.1,1.1,4.2,0,0.1056,1.1902,0.1719
1,22.8,3.8,0.475,2.5,0.269,3.7,0.892,3.8,11.1,8.1,2.0,0.4,0.9,1,24.1,8.99,0.4868
13,28.4,1.8,0.486,0.4,0.4,3.3,0.818,2.1,8.4,7.4,2.5,0.4,2.8,0,1.3154,2.6419,0.2958
51,15.4,5.8,0.46,0.4,0.267,3.0,0.867,1.6,8.6,5.9,2.6,0.6,3.6,1,0.3824,1.6384,0.5584
56,20.5,3.5,0.486,1.7,0.486,6.2,0.726,2.1,9.1,5.4,0.5,1.0,4.3,0,0.2411,1.2555,0.4439
62,32.1,4.2,0.438,2.8,0.289,5.2,0.673,3.1,8.7,4.3,1.5,2.7,4.7,1,0.2419,0.9147,0.271
32,20.2,2.0,0.455,1.2,0.261,6.8,0.868,1.4,5.6,9.7,2.2,1.1,4.0,0,0.4906,2.4244,0.2772
30,16.8,0.5,0.357,1.0,0.303,9.3,0.656,0.7,7.8,5.6,2.3,2.2,3.3,0,0.3967,1.6965,0.4643
29,21.3,0.3,0.5,1.8,0.346,1.7,0.706,2.3,9.7,2.5,2.4,0.2,2.3,0,0.4241,1.0865,0.4554
49,32.3,2.6,0.52,2.8,0.475,1.4,0.714,2.7,3.8,2.3,0.7,1.8,0.7,1,0.2061,3.281,0.1176
45,16.1,0.5,0.556,2.5,0.26,7.0,0.629,2.9,4.0,6.1,0.6,1.4,3.6,0,0.1422,1.694,0.2484
30,10.7,3.4,0.415,3.0,0.341,2.4,0.875,3.5,11.4,5.2,1.8,2.9,5.0,1,0.6467,1.0398,1.0653
16,28.5,5.0,0.538,0.1,0.5,0.2,0.5,1.5,4.2,0.1,2.2,2.5,3.7,1,0.6375,0.027,0.1474
40,32.3,6.1,0.379,0.3,0.3,7.2,0.861,0.3,7.4,8.3,1.0,1.4,0.3,1,0.5725,27.5748,0.2291
19,8.3,3.9,0.433,1.8,0.34,2.1,0.762,3.8,7.4,7.0,0.3,2.3,2.6,1,0.9368,2.6913,0.8915
18,12.9,1.6,0.432,2.5,0.446,9.9,0.657,1.7,3.5,6.6,2.2,0.6,3.2,1,0.4389,2.0619,0.2713
1,9.7,5.5,0.423,0.9,0.409,7.8,0.641,2.5,4.1,0.7,0.9,1.7,3.5,0,6.6,0.1999,0.4226
78,16.5,5.5,0.509,0.7,0.467,7.2,0.736,2.7,4.8,3.6,0.5,0.2,3.7,1,0.1154,0.9727,0.2909
47,19.9,1.5,0.5,2.4,0.316,2.0,0.7,2.2,5.1,9.4,0.4,1.0,2.9,1,0.2957,3.2403,0.2563
66,29.7,4.9,0.471,0.2,0.333,2.3,0.696,0.8,5.5,8.6,0.9,0.7,1.3,1,0.2818,6.6103,0.1852
38,26.5,1.5,0.417,1.1,0.333,5.5,0.655,3.0,9.1,2.9,1.8,2.2,4.7,0,0.2868,0.6169,0.3434
51,25.5,4.1,0.5,1.5,0.273,1.4,0.857,3.2,11.2,1.6,1.1,1.5,3.5,1,0.3098,0.457,0.4392
63,16.6,6.4,0.52,1.7,0.27,3.2,0.656,2.2,6.4,4.5,0.1,2.3,1.3,1,0.2746,3.4589,0.3855
4,32.8,0.3,0.375,2.2,0.31,3.1,0.742,2.0,6.5,3.6,0.3,1.5,1.7,1,2.425,2.1164,0.1982
1,20.6,6.2,0.549,1.1,0.5,1.5,0.733,0.5,5.0,6.8,0.9,0.3,4.6,1,14.2,1.4779,0.2427
8,37.3,4.0,0.385,1.8,0.295,1.8,0.778,0.3,4.9,9.7,2.0,2.2,4.5,1,2.2375,2.1551,0.1314
29,25.9,5.0,0.388,1.8,0.353,7.5,0.733,1.4,6.1,3.6,0.3,2.5,2.1,1,0.4621,1.7135,0.2355
55,9.2,3.3,0.478,1.6,0.32,1.9,0.632,1.2,2.0,0.6,1.7,2.7,0.4,0,0.1673,1.4963,0.2174
3,27.3,4.6,0.517,1.9,0.302,0.3,0.667,3.8,4.4,9.0,0.4,1.7,0.4,1,6.5333,22.4439,0.1612
32,15.7,0.5,0.5,0.8,0.364,6.9,0.638,3.1,4.5,0.4,0.6,2.3,1.6,1,0.1313,0.2498,0.2866
10,27.6,1.7,0.405,0.3,0.25,8.1,0.84,2.6,4.3,9.5,0.5,2.3,3.2,0,1.38,2.9678,0.1558
74,7.3,0.5,0.417,0.4,0.444,3.4,0.676,2.1,8.2,6.6,0.2,0.5,3.0,0,0.1608,2.1993,1.1231
34,10.8,5.3,0.387,0.7,0.304,1.2,0.667,0.7,3.1,9.4,2.0,0.5,3.2,1,0.4912,2.9366,0.287
55,33.2,5.3,0.366,1.5,0.5,5.8,0.69,3.9,11.2,2.0,1.4,0.2,3.6,0,0.2673,0.5554,0.3373
32,12.5,4.9,0.402,2.5,0.26,8.8,0.716,1.5,9.1,0.4,2.5,1.0,0.3,0,0.4719,1.3289,0.7279
50,32.6,6.4,0.512,2.1,0.447,7.6,0.724,0.4,8.5,4.9,0.3,1.4,0.7,1,0.374,6.99,0.2607
7,14.2,0.7,0.5,2.4,0.453,6.7,0.657,2.0,9.7,4.5,0.4,3.0,1.9,0,2.0143,2.3672,0.6831
8,26.2,2.0,0.377,1.1,0.379,3.3,0.667,3.5,6.3,3.3,0.9,1.3,0.9,0,1.475,3.6626,0.2404
65,27.9,0.4,0.5,1.2,0.364,4.4,0.864,3.5,8.2,9.6,2.3,2.2,0.6,0,0.3308,15.9734,0.2939
57,21.9,1.2,0.545,1.2,0.414,0.9,0.667,0.0,2.2,8.2,0.9,2.1,3.3,0,0.193,2.4841,0.1005
67,15.1,1.4,0.4,0.6,0.316,6.3,0.762,3.5,10.5,6.6,1.2,0.6,4.1,0,0.2194,1.6094,0.6953
59,12.0,2.5,0.455,0.2,0.333,6.3,0.81,1.1,8.5,1.6,0.9,0.2,3.8,1,0.1475,0.4209,0.7083
72,6.1,2.0,0.37,1.8,0.486,10.4,0.654,0.2,7.2,7.3,0.2,1.6,4.1,0,0.1472,1.7801,1.1801
54,15.0,0.7,0.412,3.0,0.38,2.4,0.75,3.4,7.5,7.3,2.8,2.1,3.4,0,0.3037,2.1464,0.5
67,26.6,1.2,0.522,0.5,0.278,0.2,0.5,3.5,9.8,4.3,1.6,3.0,3.7,0,0.2403,1.1618,0.3684
51,36.0,0.9,0.36,0.1,0.333,4.7,0.809,2.4,3.7,9.2,2.4,1.1,1.5,0,0.2922,6.1292,0.1028
8,33.7,6.2,0.484,2.3,0.291,5.4,0.907,2.3,3.2,1.7,2.0,2.7,5.0,0,1.2875,0.3399,0.095
34,30.3,5.3,0.469,0.8,0.296,7.4,0.743,3.3,9.6,2.7,1.5,1.1,1.1,1,0.5059,2.4523,0.3168
35,31.0,5.6,0.455,2.5,0.379,1.6,0.875,3.1,6.9,0.6,0.3,2.1,1.2,0,0.4029,0.4996,0.2226
78,26.9,2.4,0.545,2.1,0.457,2.7,0.667,3.6,11.6,8.0,1.9,1.8,1.6,1,0.2974,4.9969,0.4312
32,13.6,1.8,0.439,2.8,0.394,4.5,0.8,2.2,3.7,6.2,0.5,0.2,4.9,1,0.2062,1.265,0.272
46,34.9,5.6,0.519,1.2,0.273,3.0,0.767,3.9,11.1,3.1,1.2,0.2,4.9,0,0.3391,0.6325,0.318
16,27.1,2.3,0.451,2.0,0.253,6.9,0.87,4.0,8.5,1.6,1.9,0.1,4.0,0,0.5938,0.3999,0.3136
68,23.5,2.1,0.467,1.4,0.333,4.1,0.805,0.5,7.5,0.4,2.3,1.1,3.2,1,0.1382,0.125,0.3191
37,8.7,1.6,0.39,1.9,0.5,8.3,0.675,3.4,10.1,1.7,2.1,2.2,2.7,1,0.3324,0.6294,1.1608
54,19.8,0.8,0.381,1.3,0.433,4.8,0.854,2.0,9.5,4.5,2.0,0.5,4.9,1,0.2167,0.9182,0.4798
14,20.2,1.6,0.516,0.6,0.375,7.7,0.701,1.6,4.4,2.5,0.4,1.8,3.5,0,0.35,0.7141,0.2178
55,33.5,2.0,0.465,1.5,0.319,3.6,0.639,2.5,10.5,2.6,1.0,0.9,4.7,0,0.2,0.5531,0.3134
48,23.0,4.3,0.462,1.6,0.471,8.4,0.69,0.2,2.2,8.8,0.1,2.4,1.7,1,0.2812,5.1734,0.0956
7,17.6,0.4,0.5,2.4,0.258,2.9,0.655,2.0,3.2,5.2,2.2,2.4,1.8,0,1.5143,2.8873,0.1818
74,37.2,1.5,0.385,2.2,0.367,4.4,0.864,3.5,7.4,7.3,2.9,2.3,4.3,1,0.223,1.6973,0.1989
7,8.7,4.9,0.398,2.0,0.26,1.8,0.833,0.9,6.4,0.4,0.8,1.6,0.9,0,1.8429,0.444,0.7355
33,18.9,0.9,0.5,0.3,0.273,5.1,0.647,1.7,6.1,3.7,0.3,0.9,4.7,0,0.1636,0.7871,0.3227
23,6.4,2.4,0.462,2.2,0.286,3.2,0.688,3.8,10.9,4.8,1.4,2.4,2.6,0,0.7957,1.8454,1.7029
19,29.4,6.2,0.525,1.5,0.312,2.7,0.704,1.7,7.8,1.9,2.6,0.6,4.6,1,0.7211,0.413,0.2653
19,35.3,0.9,0.409,2.7,0.307,9.7,0.701,1.4,3.6,1.2,1.7,0.9,1.8,0,0.1895,0.6663,0.102
36,14.2,0.6,0.5,2.8,0.304,1.4,0.786,1.8,9.8,8.7,0.1,0.6,3.6,0,0.4417,2.416,0.6901
29,33.3,2.8,0.359,0.2,0.286,6.2,0.887,2.1,3.4,9.4,2.9,2.0,2.5,1,0.5966,3.7585,0.1021
60,14.6,2.3,0.39,2.5,0.321,10.3,0.67,2.5,10.0,0.8,2.5,2.1,3.2,0,0.185,0.2499,0.6849
2,35.1,3.2,0.457,0.1,0.25,0.1,1.0,3.2,6.3,3.5,0.4,2.0,2.6,0,6.4,1.3456,0.1795
1,29.9,5.2,0.419,1.1,0.289,6.5,0.754,1.8,6.4,9.6,2.8,1.2,4.8,1,18.8,1.9996,0.214
47,31.6,1.1,0.367,1.6,0.281,2.8,0.643,3.3,6.4,5.3,1.4,0.3,3.5,0,0.2128,1.5139,0.2025
69,5.6,3.4,0.425,0.4,0.267,0.4,0.75,2.1,4.0,6.4,1.1,2.7,1.4,1,0.2333,4.5682,0.7142
20,36.8,3.4,0.507,2.2,0.415,3.5,0.8,1.4,4.8,9.7,1.4,1.5,4.6,1,0.775,2.1082,0.1304
11,29.0,1.0,0.455,0.0,0.0,10.0,0.65,2.6,4.9,9.8,2.5,1.2,1.6,0,1.3,6.1212,0.169
2,15.1,4.5,0.378,0.5,0.333,0.1,1.0,2.9,5.1,4.7,2.0,1.8,2.0,1,8.05,2.3488,0.3377
67,32.4,2.0,0.408,1.7,0.333,5.6,0.732,2.2,4.4,1.6,0.2,0.6,0.7,0,0.0985,2.2825,0.1358
12,14.3,3.2,0.41,2.1,0.273,4.1,0.854,0.2,4.8,2.0,2.9,0.4,4.5,0,0.6833,0.4443,0.3356
20,33.8,0.7,0.368,2.7,0.346,7.4,0.824,0.7,7.7,8.9,0.4,1.2,1.6,0,0.8,5.559,0.2278
5,8.7,2.4,0.369,2.1,0.318,0.9,0.667,1.1,6.1,9.1,2.2,0.7,1.4,1,3.76,6.4954,0.7011
37,28.2,2.4,0.369,2.0,0.328,6.2,0.774,1.1,8.5,6.1,1.9,0.7,4.6,0,0.3676,1.3258,0.3014
38,22.8,5.0,0.526,1.2,0.48,7.3,0.658,2.7,8.4,7.7,0.6,2.7,4.1,0,0.4684,1.8776,0.3684
9,8.2,0.5,0.417,0.0,0.0,7.4,0.635,0.1,6.2,7.4,0.5,1.6,0.9,0,1.4,8.2131,0.756
53,13.0,2.8,0.394,0.4,0.267,9.9,0.667,3.0,8.9,6.6,2.6,1.5,3.9,0,0.2868,1.6919,0.6846
44,5.4,2.4,0.393,1.6,0.432,7.5,0.773,1.1,5.2,8.3,1.3,2.1,4.6,0,0.2955,1.804,0.9628
24,20.5,5.1,0.415,2.0,0.312,0.4,0.75,1.2,7.1,6.9,2.0,2.9,0.6,1,0.9708,11.4809,0.3463
81,14.9,2.9,0.509,1.3,0.317,4.2,0.786,2.1,3.4,5.3,1.5,0.3,4.2,0,0.1025,1.2616,0.2282
74,24.7,4.6,0.387,2.2,0.431,3.3,0.848,0.9,8.2,2.4,2.2,2.5,2.8,1,0.2243,0.8568,0.332
30,14.8,4.3,0.398,1.6,0.444,2.5,0.88,3.5,10.2,7.4,1.4,1.8,3.4,1,0.7133,2.1758,0.6891
59,14.9,5.1,0.531,0.2,0.25,4.1,0.78,0.3,2.7,4.7,0.9,0.4,2.6,0,0.1746,1.807,0.1812
81,29.5,1.7,0.447,0.6,0.353,4.2,0.643,1.8,8.3,2.9,1.1,0.9,3.5,0,0.1222,0.8283,0.2813
81,6.6,3.2,0.508,2.5,0.41,3.7,0.811,3.4,4.2,8.0,2.6,1.4,0.4,1,0.2259,19.9501,0.6363
14,34.8,5.0,0.467,2.2,0.423,8.3,0.831,2.5,5.1,7.0,1.4,2.1,3.9,1,1.0929,1.7944,0.1465
9,33.1,6.8,0.548,2.7,0.3,1.0,0.6,1.2,2.5,9.4,0.6,0.7,0.4,1,2.1333,23.4414,0.0755
40,27.0,6.2,0.456,0.4,0.308,7.2,0.903,1.7,8.3,1.7,2.8,1.6,2.4,0,0.4375,0.708,0.3074
66,24.6,2.0,0.426,3.0,0.303,5.1,0.667,2.8,9.0,6.5,2.4,2.1,0.9,0,0.2939,7.2142,0.3658
25,34.4,1.4,0.412,0.6,0.462,5.5,0.8,3.9,10.8,2.4,0.2,1.3,4.2,0,0.432,0.5713,0.3139
73,11.1,3.1,0.408,0.0,0.0,6.5,0.892,3.6,4.1,9.0,3.0,2.6,1.7,1,0.2658,5.291,0.3693
22,7.6,4.1,0.38,3.0,0.361,3.9,0.641,1.4,6.1,1.0,2.1,2.6,2.4,0,0.55,0.4165,0.8025
4,12.9,3.2,0.5,0.8,0.381,3.5,0.857,4.0,10.2,6.6,0.5,1.4,2.3,0,4.775,2.8683,0.7906
26,31.2,2.5,0.521,2.0,0.345,4.0,0.725,0.0,1.9,7.9,0.7,2.9,3.9,1,0.4192,2.0251,0.0609
58,6.1,4.6,0.377,0.5,0.357,3.2,0.812,0.1,5.7,3.5,2.1,0.2,2.5,1,0.2241,1.3994,0.9343
29,24.2,2.2,0.512,1.7,0.27,7.4,0.878,3.3,4.8,9.5,2.3,0.0,4.0,0,0.4793,2.3744,0.1983
37,37.8,4.5,0.36,2.7,0.26,6.5,0.892,0.8,2.8,8.5,0.7,1.1,0.6,1,0.4405,14.1431,0.0741
75,33.2,3.0,0.38,1.0,0.385,0.9,0.889,0.2,4.4,2.9,0.8,1.8,1.1,1,0.156,2.634,0.1325
70,22.2,2.3,0.434,2.0,0.267,0.9,0.889,0.9,6.8,0.1,0.9,1.9,2.8,1,0.13,0.0357,0.3063
18,7.1,2.8,0.359,0.6,0.286,4.4,0.682,1.7,3.7,3.0,1.8,1.4,4.7,1,0.3667,0.6382,0.5211
42,32.4,5.2,0.525,1.9,0.26,0.9,0.778,2.9,5.2,2.8,0.5,0.4,0.6,1,0.3167,4.6589,0.1605
41,24.8,0.8,0.471,1.0,0.4,5.5,0.782,2.5,4.6,8.9,0.3,0.5,0.4,0,0.3293,22.1945,0.1855
38,8.8,1.1,0.407,0.6,0.316,1.3,0.769,1.0,3.4,9.7,2.0,2.6,1.0,0,0.4605,9.6903,0.3863
34,8.1,5.9,0.465,0.9,0.391,5.8,0.638,2.0,4.2,5.3,2.3,2.6,3.3,1,0.4382,1.6056,0.5185
17,35.0,1.2,0.364,0.5,0.278,0.2,0.5,3.7,7.3,4.7,1.5,2.0,2.1,0,0.8529,2.237,0.2086
37,27.1,2.9,0.537,2.7,0.5,3.2,0.688,3.3,9.1,5.5,1.1,2.0,4.2,0,0.4162,1.3092,0.3358
25,32.4,3.6,0.424,1.2,0.316,7.2,0.653,1.3,5.2,0.9,1.3,1.8,0.5,0,0.392,1.7964,0.1605
76,34.0,3.0,0.417,0.7,0.368,4.3,0.791,3.9,10.6,3.8,1.2,0.6,1.1,0,0.2263,3.4514,0.3118
27,23.9,4.1,0.406,1.3,0.382,8.8,0.773,2.8,8.8,3.2,2.9,1.3,1.6,1,0.6185,1.9988,0.3682
57,22.1,1.3,0.481,1.0,0.303,8.6,0.709,0.2,1.8,5.4,2.3,2.1,3.2,0,0.1263,1.687,0.0814
31,19.2,3.3,0.465,2.2,0.272,3.5,0.714,0.1,1.5,6.6,0.6,1.6,3.5,1,0.2935,1.8852,0.0781
6,15.5,2.1,0.375,2.9,0.312,0.4,0.75,0.7,7.9,7.0,1.2,0.1,0.8,0,2.9,8.7391,0.5096
40,19.3,3.6,0.5,1.3,0.271,7.7,0.766,2.9,4.2,1.4,1.6,2.9,4.7,1,0.18,0.2978,0.2176
